original_title,director,cast,production_companies,genres,keywords,runtime,release_date,release_year,budget,budget_adj,revenue,revenue_adj,vote_count,vote_average,popularity,has_homepage
2 Days in New York,Julie Delpy,Julie Delpy|Dylan Baker|Chris Rock|Albert Delpy|Vincent Gallo,Senator Film Produktion|TempÃªte Sous Un CrÃ¢ne Productions|Focus Films,Comedy,photographer|photo exhibition|rudeness|reference to barack obama|pregnancy test,91,2012-03-28,2012,8000000,7597954,1653792,1570679,60,5.3,0.383998,False
Dark Tide,John Stockwell,Halle Berry|Olivier Martinez|Ralph Brown|Mark Elderkin|Luke Tyler,Social Capital|Film Afrika Worldwide|Lipsync Productions|Procinvest Sas|Cinedigm,Thriller|Adventure|Drama,suspense|shark|diver|diver instructor,113,2012-03-28,2012,25000000,23743607,432274,410549,37,4.9,0.48576,False
Breaking Wind,Craig Moss,Heather Ann Davis|Eric Callero|Frank Pacheco|Michael Adam Hamilton|Alice Rietveld,,Horror|Comedy,werewolf,83,2012-03-27,2012,0,0,0,0,38,4.1,0.26913000000000004,False
Wrath of the Titans,Jonathan Liebesman,Sam Worthington|Liam Neeson|Ralph Fiennes|Rosamund Pike|Edgar RamÃ­rez,"Legendary Pictures|Thunder Road Pictures|Warner Bros.|Cott Productions|Furia de Titanes II, A.I.E.",Adventure,underworld|hades|mythology|greek mythology|zeus,99,2012-03-27,2012,150000000,142461642,301000000,285873028,1011,5.5,1.5073370000000001,True
Brake,Gabe Torres,Stephen Dorff|Chyler Leigh|JR Bourne|Tom Berenger|Kali Rocha,Lightning Entertainment|La Costa Productions|Walking West Entertainment,Action|Thriller,,92,2012-03-22,2012,0,0,0,0,31,5.2,0.292536,False
Aziz Ansari: Dangerously Delicious,Jason Woliner,Aziz Ansari,,Comedy,stand-up|stand up comedy,61,2012-03-20,2012,0,0,0,0,21,7.5,0.044913,False
The Tall Man,Pascal Laugier,Jessica Biel|Jodelle Ferland|Stephen McHattie|Jakob Davies|William B. Davis,SND|Forecast Pictures|Iron Ocean Films|Radar Films,Horror|Mystery|Thriller,children|kidnapping|crime|missing child,106,2012-03-19,2012,18200000,17285345,0,0,191,5.6,0.48398599999999997,False
Mirror Mirror,Tarsem Singh,Julia Roberts|Lily Collins|Armie Hammer|Nathan Lane|Martin Klebba,Relativity Media|Misher Films|Yucaipa Films|Goldmann Pictures|Rat Entertainment,Adventure|Fantasy|Drama|Comedy|Science Fiction,attempted murder|fairy tale|black magic|cockroach|villainess,106,2012-03-15,2012,85000000,80728263,183018522,173820794,718,5.4,1.606999,False
Airborne,Dominic Burns,Craig Conway|Simon Phillips|Gemma Atkinson|Mark Hamill|Billy Murray,Templeheart Films|Press On Features|Hawthorne Productions,Horror|Thriller,,78,2012-03-15,2012,0,0,0,0,13,3.3,0.356594,False
Get the Gringo,Adrian Grunberg,Mel Gibson|Peter Stormare|Dean Norris|Bob Gunton|Kevin Hernandez,Icon Productions|Airborne Productions,Action|Thriller|Crime|Drama,mexico,95,2012-03-15,2012,35000000,33241049,0,0,315,6.1,0.9935200000000001,False
Casa De Mi Padre,Matt Piedmont,Will Ferrell|Gael GarcÃ­a Bernal|GÃ©nesis RodrÃ­guez|Diego Luna|Efren Ramirez,NALA Films|Gary Sanchez Productions|Lions Gate,Comedy|Western,mexico|organized crime|location in title|drug lord|padre,84,2012-03-15,2012,0,0,0,0,50,5.4,0.525783,True
Grimm's Snow White,Rachel Goldenberg,Eliza Bennett|Jane March|Jamie Thomas King|Joe Toedtling|Sebastian Wimmer,,Fantasy,elves|sword fight|forest|dragon|snow white,89,2012-03-13,2012,0,0,0,0,18,6.1,0.324354,False
The Pirates! In an Adventure with Scientists!,Peter Lord|Jeff Newitt,Hugh Grant|Brendan Gleeson|Jeremy Piven|Brian Blessed|Salma Hayek,Columbia Pictures|Aardman Animations|Sony Pictures Animation,Animation|Adventure|Family|Comedy,stop motion animation|rivalry|pirate|aftercreditsstinger|duringcreditsstinger,88,2012-03-12,2012,60000000,56984656,118338361,112391181,262,6.4,1.113113,True
21 Jump Street,Phil Lord|Christopher Miller,Channing Tatum|Jonah Hill|Brie Larson|Dave Franco|Ellie Kemper,Columbia Pictures|Original Film|Stephen J. Cannell Productions|Relativity Media|Metro-Goldwyn-Mayer (MGM),Action|Comedy|Crime,male friendship|high school|parody|crude humor|based on tv series,109,2012-03-12,2012,42000000,39889259,201585328,191454512,3015,6.7,3.151021,True
The Hunger Games,Gary Ross,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,Lionsgate|Color Force,Science Fiction|Adventure|Fantasy,hallucination|dystopia|female protagonist|bow and arrow|knife throwing,142,2012-03-12,2012,75000000,71230821,691210692,656473401,7080,6.7,2.5710990000000002,True
Eden,Megan Griffiths,Jamie Chung|Beau Bridges|Matt O'Leary|Tantoo Cardinal|Naama Kates,Eden Productions,Drama,slavery|human trafficking|moral ambiguity|prostitution|woman director,98,2012-03-11,2012,0,0,0,0,32,6.5,0.402947,False
Small Apartments,Jonas Ã…kerlund,Matt Lucas|Juno Temple|James Caan|Dolph Lundgren|Billy Crystal,Deviant Films|Morocco Junction Pictures|1812 Productions,Comedy|Crime,,96,2012-03-10,2012,2000000,1899488,0,0,24,5.1,0.401012,False
Extracted,Nir Paniry,Sasha Roiz|Jenny Mollen|Dominic Bogart|Richard Riehle,New Artists Alliance,Science Fiction|Thriller,murder|time loop|memory,85,2012-03-10,2012,0,0,0,0,40,5.5,0.35834299999999997,False
Big Time Movie,Savage Steve Holland,Kendall Schmidt|James Maslow|Carlos PenaVega|Logan Henderson|Ciara Bravo,Nickelodeon Network|Pacific Bay Entertainment,Comedy|Family,,68,2012-03-10,2012,0,0,0,0,12,6.4,0.25737,True
Iron Sky,Timo Vuorensola,Julia Dietze|Christopher Kirby|GÃ¶tz Otto|Udo Kier|Stephanie Paul,Blind Spot Pictures Oy|27 Films Production|New Holland Pictures,Action|Comedy|Science Fiction,charlie chaplin,93,2012-03-10,2012,7500000,7123082,8135031,7726199,343,5.5,1.272901,True
The Raven,James McTeigue,John Cusack|Luke Evans|Alice Eve|Brendan Gleeson|Kevin McNally,Relativity Media,Thriller,poison|blackmail|masked ball|historical figure|buried alive,111,2012-03-09,2012,26000000,24693351,29657751,28167279,224,6.0,1.169815,False
Playback,Michael A. Nickles,Johnny Pacar|Ambyr Childers|Christian Slater|Alessandra Torresani|Toby Hemingway,Bennett-Robbins Productions,Horror|Thriller,journalism|television|police corruption|stabbing|murder investigation,95,2012-03-09,2012,7500000,7123082,0,0,19,3.6,0.279471,True
Bel Ami,Nick Ormerod|Declan Donnellan,Robert Pattinson|Christina Ricci|Uma Thurman|Kristin Scott Thomas|Natalia Tena,Rai Cinema|Redwave Films|Protagonist Pictures,Drama,adultery|journalist|based on novel|newspaper|unfaithfulness,102,2012-03-09,2012,9000000,8547698,8303261,7885974,93,5.1,0.9488690000000001,False
Game Change,Jay Roach,Julianne Moore|Woody Harrelson|Ed Harris|Peter MacNicol|Jamey Sheridan,Playtone|HBO Films,Drama|History,president elections|republican party,118,2012-03-09,2012,0,0,0,0,62,6.1,0.33164499999999997,False
Cleanskin,Hadi Hajaig,Sean Bean|Abhin Galeya|Charlotte Rampling|Peter Polycarpou|Tuppence Middleton,UK Film Studio,Drama|Thriller|Crime,,108,2012-03-08,2012,0,0,0,0,68,5.1,0.772595,False
Stand Up Guys,Fisher Stevens,Alan Arkin|Julianna Margulies|Al Pacino|Christopher Walken|Katheryn Winnick,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate,Thriller|Comedy|Action,release from prison|viagra|settle scores|last hurrah,95,2012-03-08,2012,0,0,0,0,207,5.8,0.46342700000000003,True
John Carter,Andrew Stanton,Taylor Kitsch|Lynn Collins|Mark Strong|Willem Dafoe|CiarÃ¡n Hinds,Walt Disney Pictures,Action|Adventure|Fantasy|Science Fiction,based on novel|mars|medaillon|cave|future,132,2012-03-07,2012,260000000,246933513,284139100,269859485,1479,6.0,1.588457,True
A Thousand Words,Brian Robbins,Eddie Murphy|Allison Janney|Cliff Curtis|Clark Duke|Kerry Washington,Paramount Pictures|DreamWorks SKG|Saturn Films|Varsity Pictures,Drama|Comedy,liar|literary agent,91,2012-03-07,2012,40000000,37989771,22044277,20936426,230,5.8,0.736973,True
White Frog,Quentin Lee,Kelly Hu|Booboo Stewart|Gregg Sulkin|Talulah Riley|BD Wong,,Drama,loss of family|kids and family,93,2012-03-07,2012,0,0,0,0,12,4.8,0.126843,True
Tooth Fairy 2,Alex Zamm,Larry the Cable Guy|David Mackey|Erin Beute|Brady Reiter|Lucius Baston,20th Century Pictures,Comedy|Family,,90,2012-03-06,2012,5000000,4748721,0,0,22,4.9,0.495039,False
Into the White,Petter NÃ¦ss,Stig Henrik Hoff|Lachlan Nieboer|Rupert Grint|Florian Lukas|David Kross,TrollhÃ¤ttan Film AB|Medienboard Berlin-Brandenburg GmbH|Eurimages|FilmfÃ¶rderungsanstalt (FFA)|Film Fund FUZZ,Action|Drama,bÃ©lico,100,2012-03-06,2012,0,0,704,668,44,6.5,0.322496,False
High Road,Matt Walsh,Kathryn Burns|Lizzy Caplan|Michael Coleman|Andrew Daly|Rich Fulcher,,Comedy,,87,2012-03-06,2012,0,0,0,0,11,6.0,0.209121,True
Columbus Circle,George Gallo,Selma Blair|Jason Lee|Amy Smart|Giovanni Ribisi|Kevin Pollak,Blue Star Pictures|Oxymoron Entertainment|G4 Pictures,Crime|Drama|Mystery|Thriller,crime,82,2012-03-05,2012,10000000,9497442,0,0,39,5.9,0.21230700000000002,True
Fresh Guacamole,PES,,,Animation,,2,2012-03-02,2012,0,0,0,0,29,7.9,0.078472,False
Tim and Eric's Billion Dollar Movie,Eric Wareheim|Tim Heidecker,Eric Wareheim|Tim Heidecker|John C. Reilly|Zach Galifianakis|Will Ferrell,2929 Productions|Gary Sanchez Productions|Funny or Die,Comedy,restaurant|wolf|shopping mall|filmmaker|apostrophe in title,94,2012-03-02,2012,0,0,0,0,19,4.4,0.11391400000000002,False
The Samaritan,David Weaver,Samuel L. Jackson|Luke Kirby|Ruth Negga|Tom Wilkinson|Alan C. Peterson,Quickfire Films|H2O Motion Pictures|2262730 Ontario|Middle Child Films Inc.,Thriller,prison|sex|revenge|incest|grifter,90,2012-03-02,2012,12000000,11396931,2521,2394,27,4.7,0.402086,True
Being Flynn,Paul Weitz,Robert De Niro|Julianne Moore|Paul Dano|Olivia Thirlby|Eddie Rouse,Depth of Field|Tribeca Productions|Focus Features|Corduroy Films,Drama,homeless|lice,102,2012-03-02,2012,0,0,540152,513006,40,5.3,0.204794,False
Red Lights,Rodrigo CortÃ©s,Sigourney Weaver|Robert De Niro|Cillian Murphy|Elizabeth Olsen|Toby Jones,First Generation Films|Antena 3 Films|TelevisiÃ³ de Catalunya TV3|Canal+ EspaÃ±a|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),Thriller,psychic|color in title|fake psychic,119,2012-03-02,2012,14000000,13296419,13551174,12870150,206,6.1,0.79128,False
Project X,Nima Nourizadeh,Oliver Cooper|Jonathan Daniel Brown|Thomas Mann|Dax Flame|Kirby Bliss Blanton,Silver Pictures|Green Hat Films,Comedy|Crime,vandalism|swimming pool|party|teen movie|teenager,88,2012-03-01,2012,12000000,11396931,100000000,94974428,960,6.5,1.270174,False
The Lorax,Chris Renaud|Kyle Balda,Zac Efron|Danny DeVito|Taylor Swift|Ed Helms|Rob Riggle,Universal Pictures|Illumination Entertainment,Animation|Family,tree|based on a children's book|walled city|reforestation|tree cutting,86,2012-03-01,2012,70000000,66482099,348840316,331309095,744,6.3,1.682769,False
Justice League: Doom,Lauren Montgomery,Nathan Fillion|Olivia d'Abo|Claudia Black|Michael Rosenbaum|Tim Daly,DC Comics|Warner Bros. Animation,Action|Animation|Thriller,dc comics|superhero team|super powers|woman director,77,2012-02-28,2012,0,0,0,0,109,7.1,0.250992,False
Keep the Lights On,Ira Sachs,Thure Lindhardt|Zachary Booth|Julianne Nicholson|Souleymane Sy Savane|Paprika Steen,Parts and Labor|Alarum PIctures|Tiny Dancer Films,Drama|Romance,documentary filmmaker|documentary footage|hiv test|gay 90s|gay artist,101,2012-02-25,2012,0,0,0,0,17,5.5,0.320781,True
Wanderlust,David Wain,Paul Rudd|Jennifer Aniston|Justin Theroux|Malin Ã…kerman|Lauren Ambrose,Relativity Media|Apatow Productions|A Hot Dog,Comedy,hippie|commune|nudism|nude protest|aftercreditsstinger,98,2012-02-24,2012,35000000,33241049,24159934,22945759,250,5.2,1.055188,True
Act of Valor,Mike McCoy|Scott Waugh,Roselyn SÃ¡nchez|Emilio Rivera|Nestor Serrano|Gonzalo Menendez|Alexander Asefa,Relativity Media|Bandito Brothers,Action|Thriller|War,submarine|navy|scuba diving|heroism|navy seal,110,2012-02-24,2012,12000000,11396931,81272766,77188344,328,6.3,1.436895,True
Taped,Diederik Van Rooijen,Barry Atsma|Susan Visser|DarÃ­o Levy|Ignacio RodrÃ­guez de Anca,,Mystery|Thriller|Drama,drama|suspense|thriller,90,2012-02-23,2012,0,0,0,0,15,5.3,0.11663399999999999,True
Barbie in A Mermaid Tale 2,,Nakia Burrise|Gary Chalk,Mattel,Animation|Family,,74,2012-02-23,2012,0,0,0,0,22,6.0,0.421746,False
Gone,Heitor Dhalia,Amanda Seyfried|Jennifer Carpenter|Daniel Sunjata|Emily Wickersham|Sebastian Stan,Lakeshore Entertainment|Summit Entertainment|Sidney Kimmel Entertainment,Drama|Thriller,waitress|sister sister relationship|kidnapping|police investigation|reference to justin bieber,94,2012-02-23,2012,0,0,18100189,17190550,208,6.0,1.172885,False
Good Deeds,Tyler Perry,Tyler Perry|Phylicia RashÄd|Thandie Newton|Brian J. White|Gabrielle Union,,Comedy|Drama|Romance,african american|single mother|fiancÃ© fiancÃ©e relationship|corporation|rich man - poor woman,111,2012-02-23,2012,0,0,0,0,38,6.2,0.31840799999999997,True
Rebelle,Kim Nguyen,Rachel Mwanza|Alain Lino Mic Eli Bastien|Serge Kanyinda|Mizinga Mwinga|Ralph Prosper,,Drama|War,civil war|africa|rebel|rape|slavery,90,2012-02-17,2012,0,0,0,0,25,5.6,0.331881,False
Radio Rebel,Peter Howitt,Debby Ryan|Sarena Parmar|Adam DiMarco|Atticus Mitchell|Siobhan Williams,Two 4 The Money Media,Comedy|Drama|Family|TV Movie,shyness|jealousy|secret identity|radio|step daughter,90,2012-02-17,2012,0,0,0,0,103,5.8,0.52181,True
ATM,David Brooks,Alice Eve|Josh Peck|Brian Geraghty|Aaron Hughes|Will Woytowich,Buffalo Gal Pictures|The Safran Company|Gold Circle Films,Horror|Thriller,atm|hooded figure|duringcreditsstinger,90,2012-02-17,2012,3000000,2849232,3010,2858,105,5.5,0.43661700000000003,False
í•˜ìš¸ë§,Yoo Ha,Lee Na-young|Lee Sung-min|Kang-ho Song|Shin Jung-Keun,CJ Entertainment,Thriller|Mystery|Foreign,howling|í•˜ìš¸ë§,114,2012-02-16,2012,0,0,0,0,18,5.8,0.142769,True
This Means War,McG,Reese Witherspoon|Chris Pine|Tom Hardy|Laura Vandervoort|Angela Bassett,Overbrook Films|Robert Simonds Productions,Action|Comedy|Romance,love triangle|friendship|dating|sushi bar|exploding airplane,103,2012-02-14,2012,65000000,61733378,0,0,1011,5.9,1.612069,True
About Cherry,Stephen Elliott,Ashley Hinshaw|James Franco|Heather Graham|Dev Patel|Lili Taylor,Gordon Bijelonic / Datari Turner Films|Enderby Entertainment,Drama,pornography,102,2012-02-14,2012,2500000,2374360,3003,2852,58,4.4,0.704291,False
"Il Ã©tait une fois, une fois",Christian Merret-Palmair ,FranÃ§ois-Xavier Demaison|Jean-Luc Couchard|Charlie Dupont|Abdelhafid Metalsi|Anne Marivin,UGC|TF1 Films Production|TF1 Droits Audiovisuels|Few|Scope Pictures,Comedy,belgium,95,2012-02-14,2012,0,0,0,0,10,4.6,0.14562,True
Jayne Mansfield's Car,Billy Bob Thornton,Kevin Bacon|Tippi Hedren|Shawnee Smith|Ray Stevenson|John Hurt,Media Talent Group|AR Films|Aldamisa Entertainment,Drama,,122,2012-02-13,2012,0,0,0,0,11,6.0,0.180989,False
Shadow Dancer,James Marsh,Andrea Riseborough|Clive Owen|Gillian Anderson|Aidan Gillen|Domhnall Gleeson,BBC Films|Element Pictures|Irish Film Board|Lipsync Productions|Unanimous Pictures,Thriller,,101,2012-02-12,2012,6300000,5983388,419953,398847,55,5.6,0.360699,False
Cesare deve morire,Paolo Taviani|Vittorio Taviani,Cosimo Rega|Salvatore Striano|Giovanni Arcuri|Antonio Frasca|J. Dario Bonetti,Kaos Cinematografica,Drama|Documentary,,76,2012-02-11,2012,0,0,0,0,13,6.2,0.32297800000000004,False
Dragon Age: Dawn of the Seeker,Fumihiko Sori,Christopher Sabat|J. Michael Tatum|John Swasey|Luci Christian|Mike McFarland,FUNimation Entertainment,Fantasy|Animation,,90,2012-02-11,2012,0,0,0,0,10,5.5,0.264257,True
LOL,Lisa Azuelos,Miley Cyrus|Demi Moore|Douglas Booth|Ashley Greene|Ashley Hinshaw,Double Feature Films|Mandate Pictures|PIC Agency|Lol Productions,Drama|Comedy|Romance,coming of age|mother daughter relationship|teen movie|teenager|based on film,97,2012-02-10,2012,11000000,10447187,0,0,500,5.8,1.6182590000000001,False
Electrick Children,Rebecca Thomas,Julia Garner|Rory Culkin|Liam Aiken|Bill Sage|Cynthia Watros,Live Wire Films,Drama,woman director,96,2012-02-10,2012,0,0,0,0,33,6.6,0.210157,True
I Am Bruce Lee,Pete McCormack,Bruce Lee|Linda Lee Cadwell|Shannon Lee|Dan Inosanto|Diana Lee Inosanto,,Documentary,biography|bare chested male|martial arts master|martial artist,90,2012-02-09,2012,0,0,0,0,14,7.0,0.403624,True
Safe House,Daniel Espinosa,Denzel Washington|Ryan Reynolds|Vera Farmiga|Joel Kinnaman|Brendan Gleeson,Universal Pictures|Dentsu|Relativity Media|Bluegrass Films,Action|Thriller|Crime|Mystery,cia|stabbed in the stomach|character says i love you|safe house|rogue agent,115,2012-02-09,2012,85000000,80728263,208076205,197619185,992,6.2,1.01404,True
Love Never Dies,Brett Sullivan|Simon Phillips,Ben Lewis|Anna O'Byrne|Maria Mercedes|Simon Gleeson|Sharon Millerchip,,Drama|Music|Romance,opera|phantom|musical|coney island,120,2012-02-08,2012,0,0,0,0,12,7.4,0.161878,True
The Vow,Michael Sucsy,Rachel McAdams|Channing Tatum|Sam Neill|Scott Speedman|Jessica Lange,Spyglass Entertainment|Screen Gems,Drama|Romance,coma|amnesia|based on true story|memory loss|car accident,104,2012-02-05,2012,30000000,28492328,196114570,186258691,861,6.9,1.821562,False
PromociÃ³n Fantasma,Javier Ruiz Caldera,RaÃºl ArÃ©valo|Alexandra JimÃ©nez|Andrea Duro|Javier BÃ³dalo|Anna Castillo,Think Studio|Ciskul,Comedy,,88,2012-02-03,2012,0,0,0,0,26,5.5,0.400215,False
A Little Bit Zombie,Casey Walker,Stephen McHattie|Kristopher Turner|Crystal Lowe|Shawn Roberts|Emilie Ullerup,,Science Fiction|Comedy|Horror,zombies,87,2012-02-03,2012,0,0,0,0,13,5.9,0.2574,True
Big Miracle,Ken Kwapis,Drew Barrymore|John Krasinski|Kristen Bell|Vinessa Shaw|Dermot Mulroney,Universal Pictures|Anonymous Content|Working Title Films,Adventure|Drama|Romance,whale|alaska|aftercreditsstinger|duringcreditsstinger|greenpeace,107,2012-02-02,2012,40000000,37989771,24719215,23476933,109,6.5,0.953111,True
O Som ao Redor,Kleber MendonÃ§a Filho,Maeve Jinkings|Irandhir Santos|Gustavo Jahn|W.J. Solha|Irma Brown,CinemaScÃ³pio,Drama|Foreign|Thriller,brazilian|neighbor|smoking marijuana|class differences|masturbation,131,2012-02-01,2012,0,0,0,0,23,6.1,0.031932,False
Loosies,Michael Corrente,Peter Facinelli|Jaimie Alexander|Michael Madsen,IFC Films|Woodhaven Production Company,Comedy|Drama|Romance,,89,2012-02-01,2012,0,0,0,0,25,6.1,0.34655199999999997,False
Chronicle,Josh Trank,Dane DeHaan|Alex Russell|Michael B. Jordan|Michael Kelly|Anna Wood,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Adam Schroeder Productions,Science Fiction|Drama|Thriller,telekinesis|group|student|teenager|superpower,84,2012-02-01,2012,15000000,14246164,145000000,137712920,1165,6.5,1.459325,False
The Woman in Black,James Watkins,Daniel Radcliffe|CiarÃ¡n Hinds|Sidney Johnston|Alisa Khazanova|Mary Stockley,Hammer Film Productions|UK Film Council|Alliance Films|Film i VÃ¤st|Talisman Productions,Drama|Horror|Thriller,london|secret|remake|revenge|lawyer,95,2012-02-01,2012,17000000,16145652,127730736,121311536,695,6.1,1.049943,True
The Sleeper,Justin Russell,Brittany Belland|Riana Ballo|Jessica Cameron|Jason Jay Crabtree|John Bloom,Gamma Knife Films,Horror|Comedy|Thriller,slasher,90,2012-01-31,2012,0,0,0,0,10,2.2,0.041297,False
John Mulaney: New In Town,Ryan Polito|Jake Szymanski,John Mulaney,Irwin Entertainment,Comedy,stand-up|stand up comedy,60,2012-01-31,2012,0,0,0,0,16,8.1,0.016365,True
When the Lights Went Out,Pat Holden,Kate Ashfield|Jo Hartley|Martin Compston|Steven Waddington|Craig Parkinson,Kintop Pictures,Thriller|Drama|Horror,haunting|britain,86,2012-01-31,2012,0,0,0,0,23,5.8,0.109652,False
Dracula 3D,Dario Argento,Thomas Kretschmann|Asia Argento|Rutger Hauer|Marta Gastini|Unax Ugalde,Enrique Cerezo Producciones CinematogrÃ¡ficas S.A.|Film Export Group,Horror|Romance|Thriller,dracula|gothic horror|evil|bite mark|3d,109,2012-01-29,2012,5600000,5318567,8139,7729,22,3.3,0.5438689999999989,False
The Pregnancy Project,Norman Buckley,Alexa PenaVega|Walter Perez|Ted Whittall|Judy Reyes,,TV Movie|Drama,,86,2012-01-28,2012,0,0,0,0,13,6.7,0.002262,True
One for the Money,Julie Anne Robinson,Katherine Heigl|John Leguizamo|Debbie Reynolds|Sherri Shepherd|Patrick Fischler,Lakeshore Entertainment|Sidney Kimmel Entertainment,Action|Comedy|Thriller|Crime|Romance,bounty hunter|based on novel|framed|money in title|bail jumper,91,2012-01-26,2012,40000000,37989771,36893721,35039600,271,5.2,0.672243,True
John Dies at the End,Don Coscarelli,Chase Williamson|Rob Mayes|Paul Giamatti|Clancy Brown|Glynn Turman,Magnet Releasing,Horror|Comedy,out of body experience,99,2012-01-23,2012,0,0,0,0,122,5.9,0.45055,True
